"NumeroExpedient","CodiDistricte","DiaSetmana","Any","MesAny","NomMes","DiaMes","HoraDia","NumeroMorts","NumeroLesionatsLleus","NumeroLesionatsGreus","NumeroVictimes","NumeroVehiclesImplicats","CoordenadaUTM_X","CoordenadaUTM_Y"
"2017S005604","2","Dm",2017,6,"Juny",27,16,0,1,0,1,2,428863,4582780
"2017S003674","2","Dm",2017,4,"Abril",25,10,0,1,0,1,2,428955,4582678
"2017S010173","2","Dm",2017,12,"Desembre",5,22,0,1,0,1,2,430506,4583080
"2017S001108","2","Dj",2017,2,"Febrer",9,20,0,1,0,1,1,430650,4583221
"2017S008141","2","Dm",2017,10,"Octubre",3,8,0,2,0,2,2,430697,4583267
"2017S009557","2","Dv",2017,11,"Novembre",17,15,0,1,0,1,1,429230,4582387
"2017S006276","2","Dm",2017,7,"Juliol",18,14,0,1,0,1,1,429237,4582396
"2017S005873","2","Dc",2017,7,"Juliol",5,16,0,2,0,2,1,428764,4582741
"2017S003814","2","Ds",2017,4,"Abril",29,12,0,1,0,1,2,428704,4582817
"2017S003402","2","Dv",2017,4,"Abril",14,19,0,1,0,1,2,430659,4583252
"2017S002342","2","Dj",2017,3,"Marc",23,20,0,1,0,1,2,430620,4583326
"2017S007897","2","Dg",2017,9,"Setembre",24,0,0,2,0,2,2,429014,4582487
"2017S000724","2","Dv",2017,1,"Gener",27,15,0,1,0,1,3,428654,4582735
"2017S002517","2","Dc",2017,3,"Marc",29,16,0,1,0,1,1,430417,4583308
"2017S002420","2","Ds",2017,3,"Marc",25,22,0,0,1,1,2,430562,4583352
"2017S009376","2","Ds",2017,11,"Novembre",11,20,0,1,0,1,2,429189,4582461
"2017S008379","2","Dc",2017,10,"Octubre",11,8,0,1,0,1,2,428662,4582646
"2017S010012","2","Dj",2017,11,"Novembre",30,13,0,1,0,1,2,430738,4583308
"2017S008679","2","Dv",2017,10,"Octubre",20,13,0,2,0,2,3,430822,4583390
"2017S006266","2","Dm",2017,7,"Juliol",18,12,0,1,0,1,2,430354,4583515
"2017S003906","2","Dc",2017,5,"Maig",3,8,0,1,0,1,2,430280,4583491
"2017S000177","2","Dg",2017,1,"Gener",8,21,0,1,0,1,2,430283,4583286
"2017S009581","2","Ds",2017,11,"Novembre",18,10,0,6,0,6,2,430703,4583970
"2017S007780","2","Dc",2017,9,"Setembre",20,13,0,2,0,2,2,430433,4583347
"2017S001882","2","Dm",2017,3,"Marc",7,19,0,1,0,1,1,429050,4582634
"2017S009963","2","Dc",2017,11,"Novembre",29,19,0,1,0,1,2,430409,4583690
"2017S008052","2","Dv",2017,9,"Setembre",29,17,0,1,0,1,2,429308,4582186
"2017S000309","2","Dv",2017,1,"Gener",13,8,0,1,0,1,2,429034,4582651
"2017S002582","2","Dv",2017,3,"Marc",31,13,0,1,0,1,2,430663,4583878
"2017S002215","2","Dg",2017,3,"Marc",19,19,0,1,0,1,2,431042,4583608
"2017S009303","2","Dv",2017,11,"Novembre",10,10,0,1,0,1,1,429454,4582185
"2017S008373","2","Dm",2017,10,"Octubre",10,21,0,1,0,1,2,429419,4582226
"2017S007545","2","Dm",2017,9,"Setembre",12,9,0,2,0,2,3,430862,4583619
"2017S010133","2","Dl",2017,12,"Desembre",4,21,0,1,0,1,2,430785,4583558
"2017S004299","2","Dl",2017,5,"Maig",15,7,0,1,0,1,2,429315,4582280
"2017S007290","2","Dj",2017,8,"Agost",31,8,0,1,0,1,2,431044,4583417
"2017S007194","2","Dg",2017,8,"Agost",27,2,0,1,0,1,1,431085,4583453
"2017S008618","2","Dj",2017,10,"Octubre",19,8,0,1,0,1,2,431138,4583505
"2017S007330","2","Dv",2017,9,"Setembre",1,20,0,1,0,1,2,430523,4582873
"2017S001761","2","Dv",2017,3,"Marc",3,12,0,1,0,1,2,431042,4583466
"2017S006366","2","Dv",2017,7,"Juliol",21,2,0,3,0,3,2,430579,4582741
"2017S010429","2","Dg",2017,12,"Desembre",17,17,0,1,0,1,2,430509,4582703
"2017S003236","2","Dv",2017,4,"Abril",7,20,0,2,0,2,1,431248,4583394
"2017S008423","2","Dj",2017,10,"Octubre",12,21,0,1,0,1,2,431326,4583318
"2017S002154","2","Dv",2017,3,"Marc",17,14,0,1,0,1,2,431199,4582961
"2017S001739","2","Dj",2017,3,"Marc",2,19,0,1,0,1,2,431199,4582961
"2017S005264","2","Dv",2017,6,"Juny",16,6,0,1,0,1,1,430965,4582701
"2017S002048","2","Dm",2017,3,"Marc",14,12,0,1,0,1,2,431229,4583243
"2017S003870","2","Dm",2017,5,"Maig",2,10,0,1,0,1,1,431141,4583204
"2017S007899","2","Dg",2017,9,"Setembre",24,1,0,1,0,1,1,430376,4582236
"2017S001730","2","Dj",2017,3,"Marc",2,15,0,1,0,1,2,430572,4582838
"2017S009808","2","Ds",2017,11,"Novembre",25,8,0,1,0,1,2,430875,4583385
"2017S005784","2","Dl",2017,7,"Juliol",3,21,0,1,0,1,2,431080,4583074
"2017S009909","2","Dm",2017,11,"Novembre",28,9,0,1,0,1,2,431420,4582835
"2017S006812","2","Dl",2017,8,"Agost",7,10,0,1,0,1,2,430768,4582539
"2017S006635","2","Dl",2017,7,"Juliol",31,0,0,0,0,0,2,430879,4582617
"2017S004564","2","Dm",2017,5,"Maig",23,14,0,0,0,0,1,430648,4582146
"2017S005015","2","Dj",2017,6,"Juny",8,11,0,0,0,0,1,430596,4582226
"2017S005483","2","Dv",2017,6,"Juny",23,0,0,0,0,0,1,430588,4582240
"2017S003977","2","Dv",2017,5,"Maig",5,9,0,1,0,1,2,430628,4583156
"2017S008466","2","Dl",2017,10,"Octubre",9,11,0,1,0,1,2,430678,4583204
"2017S003073","2","Dl",2017,4,"Abril",3,18,0,1,0,1,2,431416,4582724
"2017S001748","2","Dv",2017,3,"Marc",3,14,0,1,0,1,1,430418,4582583
"2017S008886","2","Dv",2017,10,"Octubre",27,8,0,1,0,1,2,430363,4582692
"2017S006767","2","Dv",2017,8,"Agost",4,13,0,1,0,1,2,430614,4582993
"2017S007801","2","Dc",2017,9,"Setembre",20,22,0,2,0,2,1,430912,4582407
"2017S009313","2","Dv",2017,11,"Novembre",10,14,0,2,0,2,1,430711,4582406
"2017S010499","2","Dm",2017,12,"Desembre",19,14,0,1,0,1,2,430053,4582592
"2017S003522","2","Dj",2017,4,"Abril",20,12,0,1,0,1,2,430139,4582676
"2017S002263","2","Dm",2017,3,"Marc",21,11,0,1,0,1,2,430772,4583168
"2017S004525","2","Dl",2017,5,"Maig",22,15,0,1,0,1,2,430733,4583177
"2017S006051","2","Dc",2017,7,"Juliol",12,6,0,1,0,1,1,431027,4582487
"2017S005187","2","Dm",2017,6,"Juny",13,18,0,1,0,1,2,430385,4582320
"2017S004507","2","Dl",2017,5,"Maig",22,2,0,1,0,1,2,430385,4582320
"2017S005361","2","Dl",2017,6,"Juny",19,13,0,1,0,1,1,430492,4582426
"2017S007121","2","Dm",2017,8,"Agost",22,16,0,1,0,1,2,430531,4582463
"2017S004037","2","Dg",2017,5,"Maig",7,7,0,1,0,1,2,430753,4582965
"2017S009852","2","Dg",2017,11,"Novembre",26,23,0,0,0,0,2,430558,4582516
"2017S007589","2","Dc",2017,9,"Setembre",13,17,0,1,0,1,2,430558,4582516
"2017S005641","2","Dc",2017,6,"Juny",28,21,0,1,0,1,2,430561,4582778
"2017S001853","2","Dl",2017,3,"Marc",6,20,0,1,0,1,2,430558,4582812
"2017S009598","2","Ds",2017,11,"Novembre",18,21,0,1,0,1,2,430675,4583021
"2017S004099","2","Dm",2017,5,"Maig",9,7,0,0,1,1,2,430675,4583021
"2017S002136","2","Dj",2017,3,"Marc",16,23,0,1,0,1,2,430716,4583062
"2017S006668","2","Dm",2017,8,"Agost",1,18,0,1,0,1,2,431000,4582579
"2017S009003","2","Dm",2017,10,"Octubre",31,16,0,1,0,1,2,430375,4582518
"2017S001407","2","Dl",2017,2,"Febrer",20,14,0,1,0,1,1,431011,4582702
"2017S004352","2","Dm",2017,5,"Maig",16,16,0,1,0,1,2,430733,4582633
"2017S004407","2","Dj",2017,5,"Maig",18,13,0,1,0,1,2,430758,4582404
"2017S004908","2","Dg",2017,6,"Juny",4,12,0,2,0,2,2,430249,4582174
"2017S001700","2","Dc",2017,3,"Marc",1,16,0,1,0,1,2,431011,4583350
"2017S008388","2","Dc",2017,10,"Octubre",11,11,0,1,0,1,1,431175,4583489
"2017S005871","2","Dc",2017,7,"Juliol",5,12,0,2,0,2,2,430838,4583429
"2017S003750","2","Dj",2017,4,"Abril",27,16,0,1,0,1,1,430601,4582179
"2017S008626","2","Dj",2017,10,"Octubre",19,14,0,1,0,1,2,430943,4582939
"2017S009292","2","Dv",2017,11,"Novembre",10,6,0,2,0,2,2,430794,4582760
"2017S009616","2","Dg",2017,11,"Novembre",19,14,0,2,0,2,2,430794,4582760
"2017S003813","2","Ds",2017,4,"Abril",29,12,0,1,0,1,3,430794,4582760
"2017S002237","2","Dl",2017,3,"Marc",20,16,0,1,0,1,2,431802,4583515
"2017S009869","2","Dl",2017,11,"Novembre",27,13,0,1,0,1,2,431328,4583716
"2017S005892","3","Dj",2017,7,"Juliol",6,13,0,2,0,2,2,429460,4580914
"2017S000002","2","Dg",2017,1,"Gener",1,2,0,1,0,1,2,431987,4583282
"2017S001376","2","Ds",2017,2,"Febrer",18,18,0,0,0,0,3,431326,4583689
"2017S003492","2","Dc",2017,4,"Abril",19,15,0,1,0,1,2,431856,4583752
"2017S005788","2","Dl",2017,7,"Juliol",3,22,0,0,0,0,1,431898,4583801
"2017S006927","2","Dv",2017,8,"Agost",11,22,0,1,0,1,2,431945,4583840
"2017S005694","2","Dv",2017,6,"Juny",30,10,0,3,0,3,3,431564,4583735
"2017S010042","2","Dv",2017,12,"Desembre",1,12,0,1,0,1,2,431949,4583830
"2017S005139","2","Dl",2017,6,"Juny",12,13,0,2,0,2,2,431756,4583735
"2017S008620","2","Dj",2017,10,"Octubre",19,9,0,1,0,1,2,431756,4583735
"2017S007829","3","Dj",2017,9,"Setembre",21,17,0,1,0,1,2,429442,4580516
"2017S005205","2","Dc",2017,6,"Juny",14,10,0,1,0,1,2,431246,4583152
"2017S006922","2","Dv",2017,8,"Agost",11,18,0,1,0,1,2,431246,4583152
"2017S007449","2","Dj",2017,9,"Setembre",7,14,0,1,0,1,2,431581,4583457
"2017S000423","2","Dl",2017,1,"Gener",16,18,0,1,0,1,2,431551,4583461
"2017S002357","3","Dv",2017,3,"Marc",24,11,0,1,0,1,2,429447,4580626
"2017S009831","2","Ds",2017,11,"Novembre",25,20,0,1,0,1,2,431547,4583662
"2017S007875","2","Dv",2017,9,"Setembre",22,23,0,2,0,2,2,431547,4583662
"2017S009666","2","Dm",2017,11,"Novembre",21,12,0,1,0,1,1,431638,4583547
"2017S000774","2","Dg",2017,1,"Gener",29,16,0,1,0,1,2,431286,4583461
"2017S009286","2","Dj",2017,11,"Novembre",9,18,0,2,0,2,2,431560,4582947
"2017S010610","2","Ds",2017,12,"Desembre",23,6,0,0,0,0,2,431738,4583644
"2017S006273","2","Dm",2017,7,"Juliol",18,14,0,4,0,4,2,431738,4583644
"2017S003954","3","Dm",2017,5,"Maig",2,22,0,1,0,1,2,429513,4580720
"2017S008088","2","Dg",2017,10,"Octubre",1,7,0,1,0,1,2,431105,4583623
"2017S003457","2","Dm",2017,4,"Abril",18,12,0,1,0,1,2,431338,4584637
"2017S000842","2","Dm",2017,1,"Gener",31,18,0,1,0,1,1,430825,4584378
"2017S001111","2","Dj",2017,2,"Febrer",9,22,0,1,0,1,1,430823,4584387
"2017S008363","2","Dm",2017,10,"Octubre",10,14,0,1,0,1,2,431064,4584181
"2017S004765","2","Dm",2017,5,"Maig",30,23,0,1,0,1,1,431118,4584234
"2017S003394","2","Dv",2017,4,"Abril",14,12,0,1,0,1,2,430908,4583802
"2017S008393","2","Dc",2017,10,"Octubre",11,16,0,1,0,1,2,430888,4584541
"2017S010101","2","Dg",2017,12,"Desembre",3,21,0,1,0,1,2,430888,4584541
"2017S001427","2","Dm",2017,2,"Febrer",21,7,0,1,0,1,2,430951,4584229
"2017S003569","2","Dv",2017,4,"Abril",21,15,0,1,0,1,2,431003,4584501
"2017S004668","2","Dv",2017,5,"Maig",26,20,0,1,0,1,1,430992,4583737
"2017S000897","2","Dj",2017,2,"Febrer",2,13,0,0,1,1,2,431047,4583791
"2017S009801","2","Dv",2017,11,"Novembre",24,18,0,0,0,0,2,431166,4584813
"2017S001358","2","Ds",2017,2,"Febrer",18,8,0,1,0,1,2,430971,4584621
"2017S007324","2","Dv",2017,9,"Setembre",1,17,0,2,0,2,2,431058,4584394
"2017S010431","2","Dg",2017,12,"Desembre",17,4,0,0,0,0,2,431027,4584425
"2017S003115","2","Dm",2017,4,"Abril",4,15,0,1,0,1,2,431567,4582769
"2017S009687","2","Dm",2017,11,"Novembre",21,23,0,2,0,2,1,431060,4584367
"2017S000361","2","Ds",2017,1,"Gener",14,13,0,2,0,2,2,431196,4583882
"2017S009151","2","Dg",2017,11,"Novembre",5,15,0,2,0,2,2,431170,4584067
"2017S005818","2","Dm",2017,7,"Juliol",4,18,0,2,0,2,2,431062,4584752
"2017S001261","2","Dc",2017,2,"Febrer",15,9,0,1,0,1,2,431212,4584050
"2017S010748","2","Dv",2017,12,"Desembre",29,9,0,1,0,1,2,430925,4584747
"2017S005812","2","Dm",2017,7,"Juliol",4,17,0,1,0,1,2,431152,4584297
"2017S005567","2","Dl",2017,6,"Juny",26,16,0,2,0,2,3,431251,4584185
"2017S009642","2","Dl",2017,11,"Novembre",20,17,0,1,0,1,2,431248,4583986
"2017S005884","2","Dj",2017,7,"Juliol",6,7,0,1,0,1,2,431230,4583816
"2017S001643","2","Dm",2017,2,"Febrer",28,11,0,1,0,1,2,431121,4583927
"2017S001475","2","Dc",2017,2,"Febrer",22,14,0,1,0,1,3,431121,4583927
"2017S006652","2","Dl",2017,7,"Juliol",31,22,0,0,0,0,2,431257,4584529
"2017S007073","2","Ds",2017,8,"Agost",19,1,0,3,0,3,2,431224,4583797
"2017S004966","2","Dm",2017,6,"Juny",6,20,0,2,0,2,2,431210,4583792
"2017S005496","2","Dv",2017,6,"Juny",23,12,0,1,0,1,1,431176,4583782
"2017S006593","2","Dv",2017,7,"Juliol",28,20,0,1,0,1,2,431005,4583904
"2017S009847","2","Dg",2017,11,"Novembre",26,13,0,2,0,2,2,430969,4584664
"2017S006762","2","Dv",2017,8,"Agost",4,16,0,2,0,2,2,431187,4584306
"2017S003280","2","Dl",2017,4,"Abril",10,11,0,2,0,2,2,431479,4584710
"2017S001969","2","Dv",2017,3,"Marc",10,13,0,1,0,1,2,430732,4584357
"2017S004483","2","Ds",2017,5,"Maig",20,23,0,1,0,1,1,431110,4584565
"2017S005949","3","Ds",2017,7,"Juliol",8,10,0,2,0,2,1,429601,4580221
"2017S007247","3","Dc",2017,8,"Agost",30,8,0,1,0,1,1,428023,4576183
"2017S010715","3","Dc",2017,12,"Desembre",27,23,0,1,0,1,2,430089,4580615
"2017S006532","3","Dc",2017,7,"Juliol",26,21,0,1,0,1,2,428733,4580289
"2017S001306","3","Dj",2017,2,"Febrer",16,18,0,1,0,1,2,428133,4578208
"2017S004630","3","Dj",2017,5,"Maig",25,20,0,2,0,2,2,428940,4580908
"2017S007326","3","Dv",2017,9,"Setembre",1,18,0,1,0,1,2,428940,4580908
"2017S003104","3","Dm",2017,4,"Abril",4,10,0,1,0,1,2,428744,4579870
"2017S007203","3","Dg",2017,8,"Agost",27,22,0,2,0,2,1,430097,4580243
"2017S005984","3","Dl",2017,7,"Juliol",10,1,0,0,0,0,1,430050,4580062
"2017S008259","3","Dv",2017,10,"Octubre",6,13,0,2,0,2,6,430788,4579915
"2017S009885","3","Dl",2017,11,"Novembre",27,17,0,3,0,3,3,430515,4579432
"2017S007858","3","Dv",2017,9,"Setembre",22,16,0,2,0,2,2,430077,4579036
"2017S000844","3","Dc",2017,2,"Febrer",1,7,0,1,0,1,2,430149,4579104
"2017S001840","3","Dl",2017,3,"Marc",6,15,0,2,0,2,3,429738,4578637
"2017S005950","3","Ds",2017,7,"Juliol",8,12,0,1,0,1,2,428828,4580797
"2017S003079","3","Dl",2017,4,"Abril",3,19,0,1,0,1,1,429160,4580595
"2017S000811","3","Dl",2017,1,"Gener",30,20,0,1,0,1,2,430020,4580875
"2017S004455","3","Dv",2017,5,"Maig",19,20,0,1,0,1,4,430038,4580907
"2017S005334","3","Dg",2017,6,"Juny",18,15,0,1,0,1,2,430714,4580608
"2017S002232","3","Dl",2017,3,"Marc",20,13,0,1,0,1,1,430287,4580784
"2017S000081","3","Dc",2017,1,"Gener",4,17,0,1,0,1,2,430557,4580601
"2017S000770","3","Dg",2017,1,"Gener",29,13,0,2,0,2,2,430708,4580748
"2017S000794","3","Dl",2017,1,"Gener",30,9,0,1,0,1,2,430322,4580472
"2017S004751","3","Dm",2017,5,"Maig",30,11,0,1,0,1,2,429831,4580630
"2017S005654","3","Dj",2017,6,"Juny",29,10,0,1,0,1,2,426314,4576253
"2017S007915","3","Dg",2017,9,"Setembre",24,21,0,1,0,1,2,431047,4580373
"2017S003337","3","Dc",2017,4,"Abril",12,15,0,0,0,0,4,430450,4579358
"2017S004448","3","Dv",2017,5,"Maig",19,19,0,1,0,1,2,426383,4576024
"2017S004597","3","Dc",2017,5,"Maig",24,18,0,1,0,1,2,428915,4578173
"2017S008254","3","Dv",2017,10,"Octubre",6,16,0,1,0,1,2,428568,4577976
"2017S006583","3","Dv",2017,7,"Juliol",28,18,0,1,0,1,2,426028,4576165
"2017S005017","3","Dj",2017,6,"Juny",8,15,0,2,0,2,3,431137,4580551
"2017S008818","3","Dc",2017,10,"Octubre",25,8,0,1,0,1,1,426249,4575706
"2017S007404","3","Dm",2017,9,"Setembre",5,15,0,2,0,2,2,431031,4580394
"2017S002104","3","Dj",2017,3,"Marc",16,8,0,1,0,1,3,426573,4575777
"2017S003982","3","Dv",2017,5,"Maig",5,10,0,1,0,1,2,426455,4575991
"2017S000247","3","Dc",2017,1,"Gener",11,9,0,1,0,1,2,428045,4575230
"2017S002019","3","Dl",2017,3,"Marc",13,7,0,4,0,4,2,426429,4575912
"2017S000480","3","Dc",2017,1,"Gener",18,10,0,1,0,1,2,425283,4576794
"2017S004515","3","Dl",2017,5,"Maig",22,10,0,1,0,1,2,428525,4577576
"2017S006634","3","Dg",2017,7,"Juliol",30,21,0,1,0,1,2,427170,4575946
"2017S004069","3","Dl",2017,5,"Maig",8,14,0,0,1,1,3,427861,4577558
"2017S004370","3","Dc",2017,5,"Maig",17,7,0,1,0,1,1,428140,4576196
"2017S010350","3","Dv",2017,12,"Desembre",15,4,1,0,0,1,2,427915,4576297
"2017S002319","3","Dj",2017,3,"Marc",23,8,0,1,0,1,2,429402,4578340
"2017S001098","3","Dj",2017,2,"Febrer",9,17,0,1,0,1,2,428815,4578482
"2017S008981","3","Dl",2017,10,"Octubre",30,18,0,1,0,1,1,427779,4578364
"2017S005365","3","Dl",2017,6,"Juny",19,12,0,2,0,2,2,428480,4578649
"2017S008221","3","Dj",2017,10,"Octubre",5,14,0,1,0,1,2,428398,4578658
"2017S004434","3","Dv",2017,5,"Maig",19,12,0,1,0,1,2,428189,4579140
"2017S009678","3","Dm",2017,11,"Novembre",21,15,0,1,0,1,1,428147,4579218
"2017S008464","3","Ds",2017,10,"Octubre",14,14,0,1,0,1,2,428472,4579046
"2017S010018","3","Dv",2017,12,"Desembre",1,7,0,1,0,1,1,428133,4579582
"2017S009524","3","Dj",2017,11,"Novembre",16,20,0,1,0,1,1,427840,4579817
"2017S007865","3","Dv",2017,9,"Setembre",22,19,0,2,0,2,2,427963,4579950
"2017S001680","3","Dc",2017,3,"Marc",1,12,0,1,0,1,2,427852,4579483
"2017S003462","3","Dm",2017,4,"Abril",18,14,0,0,0,0,2,425799,4576431
"2017S009088","3","Dv",2017,11,"Novembre",3,15,0,1,0,1,2,426266,4576025
"2017S004300","3","Dl",2017,5,"Maig",15,8,0,1,0,1,2,428120,4580175
"2017S003026","3","Dg",2017,4,"Abril",2,10,0,1,0,1,2,428170,4580225
"2017S006997","3","Dm",2017,8,"Agost",15,11,0,1,0,1,2,428645,4580690
"2017S002383","3","Dv",2017,3,"Marc",24,19,0,1,0,1,2,428477,4581027
"2017S006938","3","Ds",2017,8,"Agost",12,15,0,0,1,1,2,428699,4580743
"2017S003514","3","Dj",2017,4,"Abril",20,0,0,1,0,1,2,428709,4580752
"2017S005529","3","Dg",2017,6,"Juny",25,12,0,1,0,1,2,428529,4580576
"2017S006798","3","Dg",2017,8,"Agost",6,12,0,4,0,4,2,428059,4580422
"2017S000314","3","Dv",2017,1,"Gener",13,9,0,1,0,1,2,428368,4581107
"2017S007664","3","Ds",2017,9,"Setembre",16,5,0,1,0,1,2,428418,4580468
"2017S002589","3","Dv",2017,3,"Marc",31,17,0,1,0,1,3,427946,4580556
"2017S006507","3","Dm",2017,7,"Juliol",25,18,0,1,0,1,2,428249,4580598
"2017S007751","3","Dm",2017,9,"Setembre",19,14,0,1,0,1,2,428653,4580954
"2017S009415","3","Dl",2017,11,"Novembre",13,16,0,1,0,1,1,428714,4581225
"2017S008358","3","Dm",2017,10,"Octubre",10,16,0,1,0,1,2,428832,4580872
"2017S003877","3","Dm",2017,5,"Maig",2,12,0,1,0,1,2,428832,4580872
"2017S004965","3","Dm",2017,6,"Juny",6,20,0,1,0,1,2,428382,4580910
"2017S002090","3","Dc",2017,3,"Marc",15,18,0,1,0,1,2,428471,4580233
"2017S000257","3","Dc",2017,1,"Gener",11,17,0,1,0,1,2,428331,4580030
"2017S005962","3","Dg",2017,7,"Juliol",9,5,0,1,0,1,2,428879,4580988
"2017S007934","3","Dl",2017,9,"Setembre",25,20,0,1,0,1,1,428873,4580983
"2017S008341","3","Dm",2017,10,"Octubre",10,8,0,1,0,1,2,428833,4581065
"2017S000290","3","Dj",2017,1,"Gener",12,12,0,1,0,1,3,428203,4579618
"2017S003356","3","Dj",2017,4,"Abril",13,7,0,1,0,1,2,428534,4580508
"2017S004539","3","Dl",2017,5,"Maig",22,19,0,1,0,1,2,428523,4581307
"2017S006271","3","Dm",2017,7,"Juliol",18,14,0,1,0,1,2,428347,4580326
"2017S001699","3","Dc",2017,3,"Marc",1,17,0,1,0,1,2,428859,4580527
"2017S001355","3","Ds",2017,2,"Febrer",18,8,0,1,0,1,2,428725,4580615
"2017S007976","3","Dc",2017,9,"Setembre",27,12,0,2,0,2,1,426843,4580860
"2017S001347","3","Dv",2017,2,"Febrer",17,18,0,0,0,0,2,427773,4581247
"2017S009940","3","Dc",2017,11,"Novembre",29,10,0,1,0,1,1,426986,4581121
"2017S007835","3","Dj",2017,9,"Setembre",21,20,0,1,0,1,2,427283,4581255
"2017S010645","3","Dg",2017,12,"Desembre",24,19,0,1,0,1,2,427242,4581402
"2017S001434","3","Dm",2017,2,"Febrer",21,8,0,1,0,1,2,427064,4581094
"2017S005769","3","Dl",2017,7,"Juliol",3,14,0,1,0,1,2,427363,4581486
"2017S008770","3","Dl",2017,10,"Octubre",23,17,0,2,0,2,2,427377,4581177
"2017S006712","3","Dj",2017,8,"Agost",3,2,0,1,0,1,2,427550,4581017
"2017S007975","3","Dc",2017,9,"Setembre",27,12,0,1,0,1,2,427042,4581204
"2017S001993","3","Ds",2017,3,"Marc",11,15,0,1,0,1,2,427609,4581125
"2017S004152","3","Dc",2017,5,"Maig",10,8,0,1,0,1,2,427490,4581224
"2017S005011","3","Dj",2017,6,"Juny",8,9,0,1,0,1,2,427672,4581526
"2017S004341","3","Dm",2017,5,"Maig",16,12,0,1,0,1,2,427150,4581032
"2017S008726","3","Dg",2017,10,"Octubre",22,7,0,2,0,2,2,426867,4580903
"2017S001225","3","Dm",2017,2,"Febrer",14,9,0,1,0,1,2,427612,4580292
"2017S001277","3","Dc",2017,2,"Febrer",15,14,0,1,0,1,2,427680,4580308
"2017S002067","3","Dm",2017,3,"Marc",14,19,0,1,0,1,2,427376,4580725
"2017S010265","3","Dl",2017,12,"Desembre",11,23,0,2,0,2,2,427343,4580641
"2017S002284","3","Dc",2017,3,"Marc",22,9,0,1,0,1,2,427294,4580612
"2017S001800","3","Ds",2017,3,"Marc",4,20,0,1,0,1,2,427012,4580773
"2017S006582","3","Dv",2017,7,"Juliol",28,19,0,1,0,1,1,427092,4581013
"2017S008138","3","Dl",2017,10,"Octubre",2,23,0,2,0,2,2,427351,4581003
"2017S003074","3","Dl",2017,4,"Abril",3,18,0,1,0,1,2,427709,4579817
"2017S005337","3","Dg",2017,6,"Juny",18,17,0,1,0,1,2,427810,4579885
"2017S003854","3","Dl",2017,5,"Maig",1,2,0,1,0,1,1,427810,4579885
"2017S009795","3","Dv",2017,11,"Novembre",24,15,0,1,0,1,2,427647,4579751
"2017S006281","3","Dm",2017,7,"Juliol",18,16,0,1,0,1,2,427310,4580539
"2017S004783","3","Dc",2017,5,"Maig",31,12,0,1,0,1,2,428016,4580423
"2017S008299","3","Dg",2017,10,"Octubre",8,14,0,2,0,2,1,427485,4580208
"2017S008108","4","Dl",2017,10,"Octubre",2,3,0,1,0,1,2,427777,4581706
"2017S005777","3","Dl",2017,7,"Juliol",3,20,0,1,0,1,2,428302,4581623
"2017S002261","4","Dm",2017,3,"Marc",21,11,0,1,0,1,3,427824,4581971
"2017S000948","4","Dv",2017,2,"Febrer",3,22,0,1,0,1,2,427586,4581819
"2017S005469","4","Dj",2017,6,"Juny",22,16,0,1,0,1,3,427984,4582061
"2017S006893","3","Dj",2017,8,"Agost",10,18,0,1,0,1,2,428172,4580994
"2017S004920","3","Dl",2017,6,"Juny",5,1,0,1,0,1,2,428051,4580999
"2017S009998","3","Dj",2017,11,"Novembre",30,14,0,1,0,1,2,428399,4581545
"2017S007791","3","Dc",2017,9,"Setembre",20,15,0,1,0,1,1,428399,4581545
"2017S008651","4","Dv",2017,10,"Octubre",20,7,0,1,0,1,2,428144,4581903
"2017S008674","4","Dv",2017,10,"Octubre",20,17,0,2,0,2,3,428194,4581940
"2017S009410","4","Dl",2017,11,"Novembre",13,13,0,1,0,1,2,428105,4581888
"2017S006971","4","Dl",2017,8,"Agost",14,12,0,1,0,1,2,428105,4581888
"2017S001716","3","Dj",2017,3,"Marc",2,10,0,1,0,1,2,427550,4580924
"2017S001707","3","Dj",2017,3,"Marc",2,7,0,1,0,1,2,427838,4580559
"2017S005164","3","Dm",2017,6,"Juny",13,8,0,1,0,1,2,428015,4580977
"2017S004304","3","Dl",2017,5,"Maig",15,6,0,1,0,1,1,427462,4580769
"2017S010622","3","Ds",2017,12,"Desembre",23,18,0,1,0,1,1,427780,4580720
"2017S008352","3","Dm",2017,10,"Octubre",10,12,0,1,0,1,2,428193,4580855
"2017S000472","3","Dm",2017,1,"Gener",17,18,0,1,0,1,3,427907,4580749
"2017S001703","4","Dc",2017,3,"Marc",1,19,0,0,0,0,1,426755,4581310
"2017S006553","4","Dj",2017,7,"Juliol",27,15,0,2,0,2,2,427277,4582318
"2017S008604","4","Dc",2017,10,"Octubre",18,21,0,1,0,1,2,427158,4582042
"2017S000084","4","Dc",2017,1,"Gener",4,14,0,1,0,1,2,427330,4582097
"2017S008713","4","Ds",2017,10,"Octubre",21,17,0,1,0,1,2,427210,4582234
"2017S001216","4","Dm",2017,2,"Febrer",14,8,0,1,0,1,2,427274,4581826
"2017S006705","4","Dc",2017,8,"Agost",2,21,0,1,0,1,2,427420,4581561
"2017S005165","4","Dm",2017,6,"Juny",13,8,0,1,0,1,2,427178,4582432
"2017S003173","4","Dj",2017,4,"Abril",6,3,0,1,0,1,2,427178,4582432
"2017S007821","4","Dj",2017,9,"Setembre",21,9,0,1,0,1,1,427178,4582432
