"NumeroExpedient","CodiDistricte","DiaSetmana","Any","MesAny","NomMes","DiaMes","HoraDia","DescripcioCausaVianant","TipusVehicleImplicat","DescripcioSexe","DescripcioTipusPersona","Edat","DescripcioVictimitzacio","CoordenadaUTM_Y","CoordenadaUTM_X"
"2015S001260","3","Dc",2015,2,"Febrer",18,8,"No","Furgoneta","Dona","Vianant",83,"Lleu",4580739,430766
"2015S007860","3","Dl",2015,10,"Octubre",19,9,"TrnPeuCalcada","Turisme","Home","Vianant",69,"Lleu",4580531,430338
"2015S001111","3","Dv",2015,2,"Febrer",13,5,"Altres","Turisme","Dona","Vianant",39,"Lleu",4576726,426564
"2015S003892","3","Dc",2015,5,"Maig",20,1,"CreuaForaPas","AltresVehMotor","Home","Vianant",26,"Lleu",4576294,425829
"2015S005680","3","Dj",2015,7,"Juliol",23,12,"No","AltresVehMotor","Home","Vianant",48,"Lleu",4576009,426109
"2015S006877","3","Dg",2015,9,"Setembre",13,12,"No","Turisme","Dona","Vianant",45,"Lleu",4579255,428324
"2015S004976","3","Dg",2015,6,"Juny",28,10,"No","Turisme","Home","Vianant",45,"Lleu",4579369,428130
"2015S008980","3","Dv",2015,11,"Novembre",27,8,"DsbSemafor","Motocicleta","Dona","Vianant",80,"Lleu",4580954,428642
"2015S002732","3","Dl",2015,4,"Abril",13,12,"No","Furgoneta","Dona","Vianant",82,"Lleu",4580866,428632
"2015S005267","3","Dc",2015,7,"Juliol",8,11,"No","Turisme","Dona","Vianant",34,"Lleu",4581159,428540
"2015S007095","3","Dl",2015,9,"Setembre",21,1,"No","Ciclomotor","Dona","Vianant",86,"Lleu",4580939,428399
"2015S003020","3","Dc",2015,4,"Abril",22,8,"Altres","Turisme","Dona","Vianant",31,"Lleu",4580613,428227
"2015S003694","3","Dj",2015,5,"Maig",14,4,"No","Bus","Dona","Vianant",45,"Lleu",4581019,426926
"2015S006143","3","Dm",2015,8,"Agost",11,12,"No","Motocicleta","Home","Vianant",7,"Lleu",4580949,427046
"2015S008222","3","Dg",2015,11,"Novembre",1,9,"No","Turisme","Dona","Vianant",20,"Lleu",4580834,427602
"2015S008390","3","Dv",2015,11,"Novembre",6,9,"CreuaForaPas","Turisme","Home","Vianant",16,"Lleu",4580935,428256
"2015S002200","3","Dl",2015,3,"Marc",23,11,"CreuaForaPas","Motocicleta","Dona","Vianant",46,"Lleu",4581000,428008
"2015S009324","4","Dc",2015,12,"Desembre",9,9,"CreuaForaPas","Motocicleta","Dona","Vianant",61,"Lleu",4582799,427798
"2015S000240","4","Dl",2015,1,"Gener",12,4,"No","Turisme","Dona","Vianant",84,"Lleu",4582854,427507
"2015S000691","4","Dc",2015,1,"Gener",28,5,"No","CamioLess35Tm","Dona","Vianant",89,"Lleu",4581665,427515
"2015S006615","4","Dc",2015,9,"Setembre",2,2,"CreuaForaPas","Motocicleta","Home","Vianant",69,"Lleu",4581646,427270
"2015S004646","4","Dm",2015,6,"Juny",16,5,"No","Turisme","Home","Vianant",41,"Lleu",4582616,427947
"2015S008556","4","Dj",2015,11,"Novembre",12,7,"No","Ciclomotor","Dona","Vianant",65,"Lleu",4582055,427275
"2015S003925","4","Dj",2015,5,"Maig",21,1,"No","Turisme","Home","Vianant",22,"Lleu",4582527,426566
"2015S005527","5","Dv",2015,7,"Juliol",17,5,"No","Furgoneta","Dona","Vianant",90,"Lleu",4583060,427816
"2015S005459","5","Dc",2015,7,"Juliol",15,6,"No","Turisme","Home","Vianant",5,"Lleu",NA,NA
"2015S002505","5","Dv",2015,4,"Abril",3,7,"Altres","Motocicleta","Home","Vianant",42,"Lleu",4583386,429110
"2015S005335","5","Dv",2015,7,"Juliol",10,12,"No","CamioLess35Tm","Dona","Vianant",91,"Lleu",4583343,428682
"2015S001578","5","Dg",2015,3,"Marc",1,6,"Altres","Turisme","Dona","Vianant",25,"Lleu",4583224,429256
"2015S004287","5","Dj",2015,6,"Juny",4,8,"No","Turisme","Dona","Vianant",40,"Lleu",4583341,428328
"2015S004110","5","Dc",2015,5,"Maig",27,10,"No","Turisme","Dona","Vianant",41,"Lleu",4583974,428657
"2015S003594","5","Dl",2015,5,"Maig",11,11,"No","Turisme","Dona","Vianant",17,"Lleu",4583762,426411
"2015S000698","5","Dc",2015,1,"Gener",28,5,"No","Turisme","Dona","Vianant",86,"Lleu",4583209,426900
"2015S008893","5","Dm",2015,11,"Novembre",24,6,"CreuaForaPas","Turisme","Dona","Vianant",45,"Greu",4583576,427590
"2015S000471","5","Dm",2015,1,"Gener",20,11,"No","Turisme","Dona","Vianant",24,"Lleu",4583800,427702
"2015S008033","5","Dv",2015,10,"Octubre",23,9,"No","Motocicleta","Dona","Vianant",57,"Lleu",4584284,428023
"2015S001501","5","Dj",2015,2,"Febrer",26,2,"No","Furgoneta","Dona","Vianant",83,"Lleu",4584251,428721
"2015S007957","6","Dj",2015,10,"Octubre",22,8,"No","Turisme","Home","Vianant",68,"Lleu",4585622,428135
"2015S009596","6","Dc",2015,12,"Desembre",16,1,"No","Turisme","Dona","Vianant",17,"Lleu",4585482,428865
"2015S005478","6","Dj",2015,7,"Juliol",16,12,"No","Taxi","Dona","Vianant",73,"Lleu",4584935,429414
"2015S006481","6","Dv",2015,8,"Agost",28,1,"TrnPeuCalcada","Furgoneta","Dona","Vianant",9,"Greu",4584874,429086
"2015S004151","6","Dv",2015,5,"Maig",29,10,"No","Turisme","Dona","Vianant",54,"Lleu",4583747,429318
"2015S000934","6","Dv",2015,2,"Febrer",6,10,"Altres","Motocicleta","Home","Vianant",79,"Lleu",4584119,430491
"2015S008095","6","Dc",2015,10,"Octubre",28,1,"No","Motocicleta","Dona","Vianant",58,"Lleu",4583931,430060
"2015S000064","6","Dl",2015,1,"Gener",5,12,"No","Turisme","Dona","Vianant",73,"Lleu",4583794,430204
"2015S000163","7","Dv",2015,1,"Gener",9,7,"No","Turisme","Home","Vianant",77,"Lleu",4586370,428578
"2015S007757","7","Dj",2015,10,"Octubre",15,8,"No","Turisme","Home","Vianant",91,"Lleu",4587124,428463
"2015S009128","7","Dm",2015,12,"Desembre",1,4,"No","Furgoneta","Dona","Vianant",90,"Lleu",4586574,428431
"2015S009047","7","Ds",2015,11,"Novembre",28,8,"No","Turisme","Home","Vianant",18,"Lleu",4587015,428334
"2015S006566","7","Dm",2015,9,"Setembre",1,8,"No","Turisme","Dona","Vianant",81,"Lleu",4586312,429928
"2015S002849","7","Dj",2015,4,"Abril",16,9,"No","Turisme","Home","Vianant",7,"Lleu",4588886,429539
"2015S002988","7","Dm",2015,4,"Abril",21,11,"No","Taxi","Dona","Vianant",41,"Lleu",4587232,429860
"2015S009035","7","Ds",2015,11,"Novembre",28,11,"CreuaForaPas","Motocicleta","Dona","Vianant",71,"Lleu",4587181,430066
"2015S009528","7","Dm",2015,12,"Desembre",15,11,"No","Turisme","Home","Vianant",77,"Lleu",4587264,429670
"2015S000038","7","Ds",2015,1,"Gener",3,7,"No","Turisme","Dona","Vianant",51,"Lleu",4586776,430154
"2015S000582","7","Ds",2015,1,"Gener",24,5,"No","Turisme","Home","Vianant",38,"Lleu",4586989,430147
"2015S001041","7","Dm",2015,2,"Febrer",10,6,"CreuaForaPas","Motocicleta","Dona","Vianant",53,"Lleu",4586989,430147
"2015S009188","7","Dj",2015,12,"Desembre",3,11,"No","Turisme","Dona","Vianant",60,"Lleu",4586355,429486
"2015S002803","7","Dc",2015,4,"Abril",15,5,"No","Turisme","Home","Vianant",26,"Lleu",4586289,429371
"2015S000185","7","Dv",2015,1,"Gener",9,9,"CreuaForaPas","Ciclomotor","Home","Vianant",60,"Lleu",4584913,430323
"2015S002612","8","Dc",2015,4,"Abril",8,5,"No","Bus","Home","Vianant",4,"Lleu",4589612,430864
"2015S009957","8","Dc",2015,12,"Desembre",30,8,"No","Turisme","Home","Vianant",NA,"Lleu",4588922,431219
"2015S005049","8","Dm",2015,6,"Juny",30,10,"DsbSemafor","Turisme","Dona","Vianant",31,"Lleu",4587867,430909
"2015S002042","8","Dm",2015,3,"Marc",17,8,"No","Turisme","Home","Vianant",14,"Lleu",4589171,432167
"2015S004472","8","Dc",2015,6,"Juny",10,9,"No","Motocicleta","Dona","Vianant",26,"Lleu",4588754,431331
"2015S003487","8","Dj",2015,5,"Maig",7,9,"CreuaForaPas","Turisme","Dona","Vianant",19,"Lleu",4588172,431180
"2015S005928","8","Ds",2015,8,"Agost",1,9,"CreuaForaPas","Turisme","Home","Vianant",21,"Lleu",4588661,432109
"2015S005794","8","Dl",2015,7,"Juliol",27,8,"No","Turisme","Dona","Vianant",9,"Lleu",4588555,431983
"2015S002602","8","Dc",2015,4,"Abril",8,1,"No","Turisme","Dona","Vianant",43,"Lleu",4588632,432021
"2015S001294","8","Dj",2015,2,"Febrer",19,2,"No","Turisme","Dona","Vianant",22,"Lleu",4586911,431499
"2015S000708","8","Dj",2015,1,"Gener",29,7,"No","Turisme","Dona","Vianant",22,"Lleu",4586959,431810
"2015S001089","8","Dj",2015,2,"Febrer",12,10,"No","Motocicleta","Dona","Vianant",83,"Lleu",4586988,431416
"2015S002346","8","Dv",2015,3,"Marc",27,2,"No","Turisme","Dona","Vianant",48,"Lleu",4587798,431659
"2015S003920","8","Dj",2015,5,"Maig",21,2,"DsbSemafor","Bus","Home","Vianant",17,"Lleu",4587137,430488
"2015S000465","9","Dm",2015,1,"Gener",20,9,"No","Motocicleta","Dona","Vianant",28,"Lleu",4586039,431730
"2015S005441","9","Dj",2015,7,"Juliol",9,12,"No","CamioLess35Tm","Home","Vianant",31,"Lleu",4587241,432643
"2015S005129","9","Dv",2015,7,"Juliol",3,7,"No","Turisme","Dona","Vianant",24,"Lleu",4588656,432500
"2015S007529","9","Dc",2015,10,"Octubre",7,2,"No","Turisme","Home","Vianant",70,"Lleu",4587698,432339
"2015S009637","9","Dv",2015,12,"Desembre",18,11,"No","Turisme","Home","Vianant",55,"Lleu",4588108,432366
"2015S005876","9","Dj",2015,7,"Juliol",30,6,"No","Bicicleta","Home","Vianant",78,"Lleu",4587105,431952
"2015S009088","9","Dl",2015,11,"Novembre",30,1,"No","Motocicleta","Dona","Vianant",80,"Lleu",4586814,432339
"2015S010000","9","Dj",2015,12,"Desembre",31,1,"No","Ciclomotor","Dona","Vianant",39,"Lleu",4588111,433123
"2015S008254","9","Dl",2015,11,"Novembre",2,10,"CreuaForaPas","Motocicleta","Home","Vianant",0,"Lleu",4588240,433762
"2015S007329","10","Dc",2015,9,"Setembre",30,6,"No","Turisme","Dona","Vianant",74,"Lleu",4585434,431625
"2015S000118","10","Dc",2015,1,"Gener",7,1,"No","Ciclomotor","Dona","Vianant",69,"Lleu",4585511,431690
"2015S008072","10","Dm",2015,10,"Octubre",27,11,"No","Turisme","Dona","Vianant",87,"Lleu",4584726,431494
"2015S009038","10","Ds",2015,11,"Novembre",28,1,"No","Motocicleta","Dona","Vianant",56,"Lleu",4584488,431940
"2015S004812","10","Dl",2015,6,"Juny",22,8,"DsbSemafor","Bicicleta","Dona","Vianant",56,"Lleu",4584619,432170
"2015S000183","10","Dv",2015,1,"Gener",9,6,"DsbSemafor","Furgoneta","Home","Vianant",10,"Lleu",4585617,433623
"2015S003156","10","Dg",2015,4,"Abril",26,2,"DsbSemafor","Motocicleta","Home","Vianant",52,"Lleu",4586231,433719
"2015S002208","10","Dl",2015,3,"Marc",23,4,"DsbSemafor","Turisme","Home","Vianant",4,"Lleu",4585579,434393
"2015S003172","10","Dl",2015,4,"Abril",27,7,"No","Turisme","Dona","Vianant",59,"Lleu",4585530,433652
"2015S001500","10","Dj",2015,2,"Febrer",26,3,"No","Motocicleta","Home","Vianant",54,"Lleu",4584922,433191
"2015S000014","10","Dv",2015,1,"Gener",2,9,"No","Turisme","Home","Vianant",63,"Lleu",4584691,432792
"2015S007779","10","Dv",2015,10,"Octubre",16,4,"No","Turisme","Home","Vianant",8,"Lleu",4585160,433502
"2015S007779","10","Dv",2015,10,"Octubre",16,4,"No","Turisme","Home","Vianant",6,"Lleu",4585160,433502
"2015S009275","10","Dg",2015,12,"Desembre",6,2,"DsbSemafor","Tramvia","Dona","Vianant",16,"Lleu",4584555,433692
"2015S004068","10","Dm",2015,5,"Maig",26,2,"CreuaForaPas","Motocicleta","Home","Vianant",64,"Lleu",4583995,433890
"2015S004425","10","Dl",2015,6,"Juny",8,5,"No","Bicicleta","Dona","Vianant",47,"Lleu",4584220,432570
"2015S008300","1","Dc",2015,11,"Novembre",4,2,"No","Turisme","Home","Vianant",54,"Lleu",4581143,431022
"2015S003675","10","Dj",2015,5,"Maig",14,8,"Altres","Turisme","Dona","Vianant",78,"Lleu",4582946,432541
"2015S006642","1","Dj",2015,9,"Setembre",3,6,"No","Taxi","Home","Vianant",47,"Lleu",4581510,430880
"2015S003691","1","Dj",2015,5,"Maig",14,3,"Altres","Motocicleta","Home","Vianant",79,"Lleu",4580979,430513
"2015S005828","1","Dm",2015,7,"Juliol",28,8,"No","Bicicleta","Home","Vianant",57,"Lleu",4581436,430459
"2015S003416","1","Dm",2015,5,"Maig",5,7,"CreuaForaPas","Taxi","Home","Vianant",13,"Lleu",4582018,431306
"2015S006260","1","Dl",2015,8,"Agost",17,5,"TrnPeuCalcada","Taxi","Dona","Vianant",21,"Lleu",4581952,430710
"2015S001731","1","Dv",2015,3,"Marc",6,8,"No","Bicicleta","Home","Vianant",58,"Lleu",4581787,430790
"2015S007670","1","Dm",2015,10,"Octubre",13,1,"CreuaForaPas","Furgoneta","Home","Vianant",10,"Lleu",4581580,430512
"2015S008408","1","Ds",2015,11,"Novembre",7,4,"No","Bicicleta","Dona","Vianant",44,"Lleu",4581727,431456
"2015S001045","1","Dm",2015,2,"Febrer",10,2,"No","Taxi","Dona","Vianant",67,"Lleu",4581624,431006
"2015S001068","1","Dc",2015,2,"Febrer",11,4,"No","Motocicleta","Home","Vianant",39,"Lleu",4581072,432186
"2015S001036","1","Dm",2015,2,"Febrer",10,5,"DsbSemafor","Motocicleta","Dona","Vianant",52,"Lleu",4581640,431908
"2015S009419","1","Dv",2015,12,"Desembre",11,2,"Altres","Motocicleta","Home","Vianant",37,"Lleu",4582287,431872
"2015S003482","1","Dj",2015,5,"Maig",7,7,"No","Bicicleta","Home","Vianant",35,"Lleu",4581941,431868
"2015S005998","1","Dc",2015,8,"Agost",5,1,"No","Taxi","Home","Vianant",19,"Lleu",4582208,432755
"2015S009565","1","Dc",2015,12,"Desembre",16,10,"No","Furgoneta","Home","Vianant",80,"Lleu",4582251,431768
"2015S001960","2","Ds",2015,3,"Marc",14,6,"CreuaForaPas","Taxi","Dona","Vianant",78,"Lleu",4581031,429256
"2015S008268","1","Dm",2015,11,"Novembre",3,9,"DsbSemafor","Ciclomotor","Dona","Vianant",24,"Lleu",4582379,431038
"2015S005517","2","Dv",2015,7,"Juliol",17,2,"CreuaForaPas","Motocicleta","Dona","Vianant",41,"Lleu",4582489,428968
"2015S003473","2","Dj",2015,5,"Maig",7,2,"No","Motocicleta","Dona","Vianant",58,"Lleu",4582102,430201
"2015S005550","2","Ds",2015,7,"Juliol",18,1,"DsbSemafor","Turisme","Home","Vianant",38,"Greu",4581773,429145
"2015S006458","2","Dj",2015,8,"Agost",27,2,"CreuaForaPas","Turisme","Dona","Vianant",30,"Lleu",4581480,429451
"2015S006479","2","Dv",2015,8,"Agost",28,10,"No","Turisme","Home","Vianant",62,"Greu",4581959,429486
"2015S007632","2","Dg",2015,10,"Octubre",11,1,"CreuaForaPas","Taxi","Dona","Vianant",52,"Lleu",4581497,428898
"2015S003132","2","Dv",2015,4,"Abril",24,11,"DsbSemafor","Motocicleta","Dona","Vianant",17,"Lleu",4581945,429694
"2015S003016","2","Dc",2015,4,"Abril",22,10,"No","Turisme","Home","Vianant",63,"Lleu",4582809,429281
"2015S008420","2","Dg",2015,11,"Novembre",8,3,"No","Furgoneta","Dona","Vianant",77,"Lleu",4583372,430573
"2015S009200","2","Dj",2015,12,"Desembre",3,5,"Altres","Motocicleta","Dona","Vianant",22,"Lleu",4582908,428643
"2015S008415","2","Dg",2015,11,"Novembre",8,10,"Altres","Bus","Dona","Vianant",24,"Lleu",4582700,430442
"2015S003560","2","Ds",2015,5,"Maig",9,11,"No","Motocicleta","Dona","Vianant",60,"Greu",4582705,430704
"2015S008944","2","Dj",2015,11,"Novembre",26,1,"No","Furgoneta","Dona","Vianant",23,"Lleu",4582251,430361
"2015S006845","2","Dv",2015,9,"Setembre",11,4,"No","Motocicleta","Home","Vianant",76,"Lleu",4583276,431287
"2015S003032","2","Dc",2015,4,"Abril",22,2,"No","Motocicleta","Dona","Vianant",94,"Lleu",4583276,431287
"2015S006157","2","Dm",2015,8,"Agost",11,10,"DsbSemafor","Motocicleta","Dona","Vianant",21,"Lleu",4582407,430624
"2015S004830","2","Dl",2015,6,"Juny",22,3,"DsbSemafor","Motocicleta","Home","Vianant",25,"Lleu",4582589,430934
"2015S005908","2","Dv",2015,7,"Juliol",31,9,"CreuaForaPas","Turisme","Home","Vianant",28,"Lleu",4582121,430573
"2015S003708","2","Dj",2015,5,"Maig",14,7,"No","Turisme","Dona","Vianant",39,"Lleu",4582404,430758
"2015S003199","2","Dm",2015,4,"Abril",28,11,"No","CamioMore35Tm","Dona","Vianant",42,"Lleu",4582151,430493
"2015S002921","2","Ds",2015,4,"Abril",18,11,"DsbSemafor","Taxi","Home","Vianant",54,"Lleu",4582157,430506
"2015S004877","2","Dc",2015,6,"Juny",24,12,"No","Taxi","Dona","Vianant",88,"Lleu",4582974,430370
"2015S009021","2","Dv",2015,11,"Novembre",27,8,"No","Taxi","Home","Vianant",42,"Lleu",4583059,430284
"2015S005403","2","Dl",2015,7,"Juliol",13,5,"CreuaForaPas","Furgoneta","Home","Vianant",43,"Lleu",4583194,430186
"2015S006150","2","Dm",2015,8,"Agost",11,3,"DsbSemafor","Motocicleta","Dona","Vianant",20,"Lleu",4582960,430230
"2015S003965","2","Dv",2015,5,"Maig",22,9,"DsbSemafor","Motocicleta","Dona","Vianant",41,"Lleu",4582921,429922
"2015S005091","2","Dj",2015,7,"Juliol",2,5,"CreuaForaPas","Motocicleta","Dona","Vianant",4,"Lleu",4582930,429913
"2015S007482","2","Dm",2015,10,"Octubre",6,9,"DsbSemafor","Taxi","Home","Vianant",55,"Lleu",4582786,429861
"2015S009317","2","Dm",2015,12,"Desembre",8,8,"No","Motocicleta","Dona","Vianant",82,"Lleu",4584211,431282
"2015S001597","2","Dl",2015,3,"Marc",2,8,"No","Furgoneta","Dona","Vianant",53,"Lleu",4584358,431303
"2015S005412","2","Dl",2015,7,"Juliol",13,8,"No","Bicicleta","Dona","Vianant",90,"Lleu",4583030,429919
"2015S001028","2","Dm",2015,2,"Febrer",10,11,"Altres","Bicicleta","Dona","Vianant",71,"Lleu",4584404,431324
"2015S008028","2","Dg",2015,10,"Octubre",25,1,"DsbSemafor","Motocicleta","Dona","Vianant",63,"Lleu",4583384,430107
"2015S004595","2","Dg",2015,6,"Juny",14,5,"CreuaForaPas","Ciclomotor","Dona","Vianant",59,"Greu",4583325,429925
"2015S007383","2","Dv",2015,10,"Octubre",2,1,"No","Bicicleta","Home","Vianant",77,"Lleu",4584234,431118
"2015S004409","2","Dl",2015,6,"Juny",8,11,"DsbSemafor","Turisme","Home","Vianant",42,"Lleu",4583933,430772
"2015S001719","2","Dj",2015,3,"Marc",5,7,"DsbSemafor","Bicicleta","Dona","Vianant",37,"Lleu",4583932,430809
"2015S001984","2","Dl",2015,3,"Marc",16,1,"Altres","Motocicleta","Home","Vianant",42,"Lleu",4584012,431248
"2015S002948","2","Dl",2015,4,"Abril",20,9,"No","Bicicleta","Dona","Vianant",39,"Lleu",4583734,431476
"2015S003291","3","Dj",2015,4,"Abril",30,3,"CreuaForaPas","Motocicleta","Home","Vianant",43,"Lleu",4580882,429636
"2015S006595","2","Dm",2015,9,"Setembre",1,8,"No","Motocicleta","Dona","Vianant",54,"Lleu",4583017,431628
"2015S007594","2","Dv",2015,10,"Octubre",9,5,"No","Turisme","Home","Vianant",12,"Lleu",4583658,431752
"2015S003593","2","Dl",2015,5,"Maig",11,12,"No","Bus","Dona","Vianant",43,"Lleu",4583644,431127
"2015S001723","3","Dj",2015,3,"Marc",5,8,"DsbSemafor","Motocicleta","Home","Vianant",56,"Lleu",4580586,430998
"2015S001300","3","Dv",2015,2,"Febrer",20,4,"DsbSemafor","Furgoneta","Home","Vianant",17,"Lleu",4580900,430559
"2015S003284","3","Dj",2015,4,"Abril",30,12,"CreuaForaPas","Turisme","Dona","Vianant",85,"Lleu",4580832,429947
"2015S009385","3","Dj",2015,12,"Desembre",10,7,"No","Motocicleta","Home","Vianant",15,"Lleu",4580023,429016
"2015S006886","3","Dg",2015,9,"Setembre",13,11,"No","Furgoneta","Dona","Vianant",48,"Lleu",4580173,430778
"2015S007737","3","Dj",2015,10,"Octubre",15,10,"No","AltresVehMotor","Dona","Vianant",46,"Lleu",4575830,426264
"2015S002415","3","Dl",2015,3,"Marc",30,5,"No","Turisme","Home","Vianant",5,"Lleu",4577589,428574
"2015S006322","3","Dj",2015,8,"Agost",20,5,"Altres","Tractocamio","Home","Vianant",45,"Lleu",4575603,426277
"2015S007173","3","Dc",2015,9,"Setembre",23,8,"No","Turisme","Dona","Vianant",70,"Lleu",4579061,428117
"2015S000444","3","Dl",2015,1,"Gener",19,2,"DsbSemafor","Motocicleta","Dona","Vianant",58,"Lleu",4579171,428172
"2015S006128","3","Dl",2015,8,"Agost",10,2,"CreuaForaPas","Turisme","Home","Vianant",11,"Lleu",4579747,428195
"2015S008175","3","Dv",2015,10,"Octubre",30,6,"DsbSemafor","Turisme","Home","Vianant",40,"Lleu",4579800,427964
"2015S008002","3","Dv",2015,10,"Octubre",23,9,"DsbSemafor","Bus","Home","Vianant",62,"Greu",NA,NA
"2015S002356","3","Dv",2015,3,"Marc",27,5,"No","Motocicleta","Home","Vianant",4,"Lleu",4580751,428375
"2015S005711","3","Dv",2015,7,"Juliol",24,12,"Altres","Furgoneta","Dona","Vianant",84,"Greu",4580563,428344
"2015S002818","3","Dj",2015,4,"Abril",16,7,"Altres","Turisme","Home","Vianant",25,"Lleu",4580225,428170
"2015S004459","3","Dl",2015,6,"Juny",8,10,"Altres","Turisme","Home","Vianant",71,"Greu",4580951,427275
"2015S007524","3","Dc",2015,10,"Octubre",7,11,"No","Motocicleta","Home","Vianant",1,"Greu",4580847,427203
"2015S004170","3","Dv",2015,5,"Maig",29,10,"No","Turisme","Dona","Vianant",68,"Lleu",4580844,427311
"2015S003929","3","Dj",2015,5,"Maig",21,6,"Altres","Furgoneta","Home","Vianant",13,"Lleu",4580617,427166
"2015S002504","3","Dv",2015,4,"Abril",3,1,"CreuaForaPas","Motocicleta","Home","Vianant",57,"Lleu",4581037,427026
"2015S008140","4","Dj",2015,10,"Octubre",29,5,"No","Turisme","Dona","Vianant",30,"Lleu",4581965,427899
"2015S003378","4","Dl",2015,5,"Maig",4,3,"No","Motocicleta","Home","Vianant",14,"Lleu",4582463,427890
"2015S001646","4","Dm",2015,3,"Marc",3,9,"No","Turisme","Home","Vianant",35,"Lleu",4582594,427768
"2015S008061","4","Dl",2015,10,"Octubre",26,10,"No","Turisme","Dona","Vianant",18,"Lleu",4582002,427708
"2015S000178","4","Dv",2015,1,"Gener",9,5,"DsbSemafor","Motocicleta","Home","Vianant",46,"Lleu",4582774,427886
"2015S008314","4","Dc",2015,11,"Novembre",4,8,"CreuaForaPas","Motocicleta","Home","Vianant",67,"Lleu",4581439,427212
"2015S001521","4","Dv",2015,2,"Febrer",27,7,"No","Motocicleta","Dona","Vianant",13,"Lleu",4582666,426938
"2015S002086","5","Dj",2015,3,"Marc",19,3,"No","Turisme","Dona","Vianant",56,"Lleu",4583246,427937
"2015S005499","5","Dj",2015,7,"Juliol",16,11,"CreuaForaPas","Motocicleta","Dona","Vianant",59,"Lleu",4584015,428043
"2015S006823","5","Dj",2015,9,"Setembre",10,12,"CreuaForaPas","Ciclomotor","Home","Vianant",73,"Lleu",4583518,428531
"2015S001397","5","Dl",2015,2,"Febrer",23,4,"No","Turisme","Dona","Vianant",27,"Lleu",4583242,427279
"2015S007024","5","Dv",2015,9,"Setembre",18,5,"No","Motocicleta","Dona","Vianant",5,"Lleu",4583942,427541
"2015S003682","5","Dj",2015,5,"Maig",14,10,"CreuaForaPas","Taxi","Home","Vianant",46,"Lleu",4582956,427270
"2015S003277","5","Dj",2015,4,"Abril",30,11,"No","Bicicleta","Home","Vianant",20,"Lleu",4584374,427521
"2015S007399","5","Dv",2015,10,"Octubre",2,10,"No","Turisme","Dona","Vianant",53,"Lleu",NA,NA
"2015S007201","5","Dv",2015,9,"Setembre",25,12,"No","CamioLess35Tm","Home","Vianant",34,"Lleu",4584321,427309
"2015S008749","5","Dj",2015,11,"Novembre",19,4,"No","Turisme","Dona","Vianant",13,"Lleu",4585075,427823
"2015S006478","5","Dv",2015,8,"Agost",28,10,"DsbSemafor","CamioLess35Tm","Dona","Vianant",80,"Lleu",4584372,428769
"2015S001539","5","Dv",2015,2,"Febrer",27,4,"CreuaForaPas","Motocicleta","Dona","Vianant",64,"Lleu",4585148,428156
"2015S002890","6","Dv",2015,4,"Abril",17,9,"DsbSemafor","Motocicleta","Home","Vianant",44,"Lleu",4584504,429369
"2015S003101","6","Dv",2015,4,"Abril",24,9,"No","Turisme","Dona","Vianant",45,"Lleu",4583982,430165
"2015S000658","6","Dm",2015,1,"Gener",27,12,"No","Turisme","Home","Vianant",47,"Lleu",4584298,430311
"2015S001856","6","Dm",2015,3,"Marc",10,6,"No","Motocicleta","Home","Vianant",45,"Lleu",4584103,430390
"2015S001147","6","Ds",2015,2,"Febrer",14,11,"No","Turisme","Dona","Vianant",60,"Lleu",4584890,430186
"2015S001509","6","Dj",2015,2,"Febrer",26,7,"CreuaForaPas","Turisme","Dona","Vianant",52,"Lleu",4584666,430286
"2015S009420","6","Dv",2015,12,"Desembre",11,2,"No","Turisme","Dona","Vianant",37,"Lleu",4584067,430457
"2015S002663","6","Dv",2015,4,"Abril",10,12,"No","Turisme","Home","Vianant",88,"Lleu",4584491,430370
"2015S007394","7","Dv",2015,10,"Octubre",2,6,"No","Turisme","Dona","Vianant",65,"Lleu",4586169,428461
"2015S004768","7","Dv",2015,6,"Juny",19,7,"CreuaForaPas","Ciclomotor","Dona","Vianant",3,"Lleu",4586461,428222
"2015S001415","7","Dc",2015,2,"Febrer",18,7,"Altres","Turisme","Dona","Vianant",39,"Lleu",4587174,429887
"2015S002988","7","Dm",2015,4,"Abril",21,11,"No","Taxi","Home","Vianant",1,"Lleu",4587232,429860
"2015S005418","7","Dm",2015,7,"Juliol",14,7,"No","Motocicleta","Dona","Vianant",57,"Lleu",4587056,430086
"2015S003335","7","Dv",2015,5,"Maig",1,8,"CreuaForaPas","Motocicleta","Dona","Vianant",3,"Lleu",4585526,429743
"2015S001011","7","Dl",2015,2,"Febrer",9,4,"Altres","Turisme","Dona","Vianant",65,"Lleu",4586102,429190
"2015S007042","7","Ds",2015,9,"Setembre",19,10,"Altres","Turisme","Dona","Vianant",59,"Lleu",4586092,429588
"2015S004085","7","Dc",2015,5,"Maig",27,9,"DsbSemafor","Taxi","Dona","Vianant",62,"Lleu",4584979,430816
"2015S007070","7","Dg",2015,9,"Setembre",20,7,"CreuaForaPas","Motocicleta","Home","Vianant",50,"Lleu",4584987,430926
"2015S008526","7","Dj",2015,11,"Novembre",12,8,"CreuaForaPas","Motocicleta","Home","Vianant",68,"Greu",4586151,430888
"2015S009451","7","Ds",2015,12,"Desembre",12,1,"No","Turisme","Dona","Vianant",49,"Lleu",4585870,431379
"2015S006820","7","Dj",2015,9,"Setembre",10,11,"No","Turisme","Home","Vianant",91,"Lleu",4585842,431544
